Term,Name
GO:0009682,induced systemic resistance
GO:0031542,positive regulation of anthocyanin biosynthetic process
GO:0046349,amino sugar biosynthetic process
GO:0051592,response to calcium ion
GO:0010234,anther wall tapetum cell fate specification
GO:0010081,regulation of inflorescence meristem growth
GO:0010268,brassinosteroid homeostasis
GO:0010051,xylem and phloem pattern formation
GO:0048655,anther wall tapetum morphogenesis
GO:0009625,response to insect
GO:0009566,fertilization
GO:0019481,"L-alanine catabolic process, by transamination"
GO:0043410,positive regulation of MAPK cascade
GO:1905613,regulation of developmental vegetative growth
GO:0010088,phloem development
GO:0033674,positive regulation of kinase activity
GO:0010363,regulation of plant-type hypersensitive response
GO:0006084,acetyl-CoA metabolic process
GO:0009968,negative regulation of signal transduction
GO:0010371,regulation of gibberellin biosynthetic process
GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway"
GO:0042327,positive regulation of phosphorylation
GO:0032103,positive regulation of response to external stimulus
GO:0000187,activation of MAPK activity
GO:0051784,negative regulation of nuclear division
GO:0000165,MAPK cascade
GO:0009638,phototropism
GO:0048440,carpel development
GO:0009399,nitrogen fixation
GO:0043481,anthocyanin accumulation in tissues in response to UV light
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle
GO:2000280,regulation of root development
GO:0045926,negative regulation of growth
GO:0052318,regulation of phytoalexin metabolic process
GO:0006109,regulation of carbohydrate metabolic process
GO:0019685,"photosynthesis, dark reaction"
GO:1905819,negative regulation of chromosome separation
GO:0010120,camalexin biosynthetic process
GO:0048448,stamen morphogenesis
GO:0009626,plant-type hypersensitive response
GO:0045834,positive regulation of lipid metabolic process
GO:0051955,regulation of amino acid transport
GO:0006999,nuclear pore organization
GO:0009635,response to herbicide
GO:0043562,cellular response to nitrogen levels
GO:0009744,response to sucrose
GO:0006654,phosphatidic acid biosynthetic process
GO:0032026,response to magnesium ion
GO:0009410,response to xenobiotic stimulus
GO:0043255,regulation of carbohydrate biosynthetic process
GO:0080142,regulation of salicylic acid biosynthetic process
GO:0007584,response to nutrient
GO:0055075,potassium ion homeostasis
GO:0010374,stomatal complex development
GO:0010942,positive regulation of cell death
GO:0042538,hyperosmotic salinity response
GO:0080136,priming of cellular response to stress
GO:0009817,"defense response to fungus, incompatible interaction"
GO:0010043,response to zinc ion
GO:0048281,inflorescence morphogenesis
GO:0046217,indole phytoalexin metabolic process
GO:0009787,regulation of abscisic acid-activated signaling pathway
GO:0031408,oxylipin biosynthetic process
GO:0009860,pollen tube growth
GO:0031349,positive regulation of defense response
GO:0001708,cell fate specification
GO:0015708,silicic acid import across plasma membrane
GO:0010410,hemicellulose metabolic process
GO:0048468,cell development
GO:0009740,gibberellic acid mediated signaling pathway
GO:0051322,anaphase
GO:0007130,synaptonemal complex assembly
GO:0009624,response to nematode
GO:0009864,"induced systemic resistance, jasmonic acid mediated signaling pathway"
GO:0009691,cytokinin biosynthetic process
GO:0009739,response to gibberellin
GO:0006972,hyperosmotic response
GO:1902533,positive regulation of intracellular signal transduction
GO:0009720,detection of hormone stimulus
GO:0000737,"DNA catabolic process, endonucleolytic"
GO:2000037,regulation of stomatal complex patterning
GO:0051129,negative regulation of cellular component organization
GO:0009911,positive regulation of flower development
GO:0009736,cytokinin-activated signaling pathway
GO:0032147,activation of protein kinase activity
GO:0009743,response to carbohydrate
GO:0048588,developmental cell growth
GO:0032885,regulation of polysaccharide biosynthetic process
GO:0043479,pigment accumulation in tissues in response to UV light
GO:0048764,trichoblast maturation
GO:0055088,lipid homeostasis
GO:0006044,N-acetylglucosamine metabolic process
GO:0006995,cellular response to nitrogen starvation
GO:0050778,positive regulation of immune response
GO:0023014,signal transduction by protein phosphorylation
GO:0045839,negative regulation of mitotic nuclear division
GO:0010675,regulation of cellular carbohydrate metabolic process
GO:0080112,seed growth
GO:0080113,regulation of seed growth
GO:0009226,nucleotide-sugar biosynthetic process
GO:0007134,meiotic telophase I
GO:0042537,benzene-containing compound metabolic process
GO:0023056,positive regulation of signaling
GO:0071470,cellular response to osmotic stress
GO:0010929,positive regulation of auxin mediated signaling pathway
GO:0043900,regulation of multi-organism process
GO:0010265,SCF complex assembly
GO:0009729,detection of brassinosteroid stimulus
GO:0001578,microtubule bundle formation
GO:0010305,leaf vascular tissue pattern formation
GO:0046777,protein autophosphorylation
GO:0009806,lignan metabolic process
GO:0010045,response to nickel cation
GO:0015843,methylammonium transport
GO:0000169,activation of MAPK activity involved in osmosensory signaling pathway
GO:0048533,sporocyte differentiation
GO:0052324,plant-type cell wall cellulose biosynthetic process
GO:0045937,positive regulation of phosphate metabolic process
GO:0043478,pigment accumulation in response to UV light
GO:0033048,negative regulation of mitotic sister chromatid segregation
GO:0010014,meristem initiation
GO:0043406,positive regulation of MAP kinase activity
GO:0030004,cellular monovalent inorganic cation homeostasis
GO:0051326,telophase
GO:0006047,UDP-N-acetylglucosamine metabolic process
GO:0010266,response to vitamin B1
GO:0010480,microsporocyte differentiation
GO:0097306,cellular response to alcohol
GO:0010648,negative regulation of cell communication
GO:0006045,N-acetylglucosamine biosynthetic process
GO:0048577,"negative regulation of short-day photoperiodism, flowering"
GO:0009726,detection of endogenous stimulus
GO:0010037,response to carbon dioxide
GO:0048481,plant ovule development
GO:1901073,glucosamine-containing compound biosynthetic process
GO:0009738,abscisic acid-activated signaling pathway
GO:0040020,regulation of meiotic nuclear division
GO:0042793,plastid transcription
GO:0009560,embryo sac egg cell differentiation
GO:1903428,positive regulation of reactive oxygen species biosynthetic process
GO:0009610,response to symbiotic fungus
GO:0034284,response to monosaccharide
GO:0000578,embryonic axis specification
GO:0005980,glycogen catabolic process
GO:0010366,negative regulation of ethylene biosynthetic process
GO:0009760,C4 photosynthesis
GO:0008214,protein dealkylation
GO:0032025,response to cobalt ion
GO:0048578,"positive regulation of long-day photoperiodism, flowering"
GO:0048729,tissue morphogenesis
GO:0034762,regulation of transmembrane transport
GO:0090068,positive regulation of cell cycle process
GO:0010393,galacturonan metabolic process
GO:1902930,regulation of alcohol biosynthetic process
GO:0048623,seed germination on parent plant
GO:0015919,peroxisomal membrane transport
GO:0006986,response to unfolded protein
GO:0061984,catabolite repression
GO:0033559,unsaturated fatty acid metabolic process
GO:0005993,trehalose catabolic process
GO:0048766,root hair initiation
GO:0048508,embryonic meristem development
GO:0009749,response to glucose
GO:0009299,mRNA transcription
GO:0015853,adenine transport
GO:0016107,sesquiterpenoid catabolic process
GO:0045836,positive regulation of meiotic nuclear division
GO:0010052,guard cell differentiation
GO:0010246,rhamnogalacturonan I biosynthetic process
GO:0010358,leaf shaping
GO:0097193,intrinsic apoptotic signaling pathway
GO:0030186,melatonin metabolic process
GO:0008356,asymmetric cell division
GO:0052546,cell wall pectin metabolic process
GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
GO:0044774,mitotic DNA integrity checkpoint
GO:0051865,protein autoubiquitination
GO:0110126,phloem loading
GO:0070076,histone lysine demethylation
GO:0010115,regulation of abscisic acid biosynthetic process
GO:0015075,ion transmembrane transporter activity
GO:0009958,positive gravitropism
GO:0015267,channel activity
GO:0022857,transmembrane transporter activity
GO:0032508,DNA duplex unwinding
GO:0048482,plant ovule morphogenesis
GO:0019676,ammonia assimilation cycle
GO:0016558,protein import into peroxisome matrix
GO:0022898,regulation of transmembrane transporter activity
GO:0055081,anion homeostasis
GO:0010726,positive regulation of hydrogen peroxide metabolic process
GO:0045763,negative regulation of cellular amino acid metabolic process
GO:0032412,regulation of ion transmembrane transporter activity
GO:0010389,regulation of G2/M transition of mitotic cell cycle
GO:0048826,cotyledon morphogenesis
GO:2000033,regulation of seed dormancy process
GO:0000086,G2/M transition of mitotic cell cycle
GO:0042304,regulation of fatty acid biosynthetic process
GO:0019695,choline metabolic process
GO:0002009,morphogenesis of an epithelium
GO:0010182,sugar mediated signaling pathway
GO:0040030,"regulation of molecular function, epigenetic"
GO:0072359,circulatory system development
GO:0010112,regulation of systemic acquired resistance
GO:0009730,detection of carbohydrate stimulus
GO:0030104,water homeostasis
GO:1902749,regulation of cell cycle G2/M phase transition
GO:0009942,longitudinal axis specification
GO:0005215,transporter activity
GO:0009793,embryo development ending in seed dormancy
GO:1900909,negative regulation of olefin metabolic process
GO:0009915,phloem sucrose loading
GO:0045014,carbon catabolite repression of transcription by glucose
GO:0033037,polysaccharide localization
GO:0042447,hormone catabolic process
GO:0031122,cytoplasmic microtubule organization
GO:0051644,plastid localization
GO:0044132,development of symbiont on or near host
GO:0051175,negative regulation of sulfur metabolic process
GO:2000896,amylopectin metabolic process
GO:0007093,mitotic cell cycle checkpoint
GO:0010622,specification of ovule identity
GO:0044115,development of symbiont involved in interaction with host
GO:0009877,nodulation
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress
GO:0045857,"negative regulation of molecular function, epigenetic"
GO:0034605,cellular response to heat
GO:0015318,inorganic molecular entity transmembrane transporter activity
GO:0015749,monosaccharide transmembrane transport
GO:0045848,positive regulation of nitrogen utilization
GO:0005253,anion channel activity
GO:0046015,regulation of transcription by glucose
GO:0016444,somatic cell DNA recombination
GO:0080140,regulation of jasmonic acid metabolic process
GO:0010271,regulation of chlorophyll catabolic process
GO:0061640,cytoskeleton-dependent cytokinesis
GO:0015757,galactose transmembrane transport
GO:0072663,establishment of protein localization to peroxisome
GO:1903959,regulation of anion transmembrane transport
GO:0043574,peroxisomal transport
GO:0010225,response to UV-C
GO:0009789,positive regulation of abscisic acid-activated signaling pathway
GO:1903426,regulation of reactive oxygen species biosynthetic process
GO:1901421,positive regulation of response to alcohol
GO:0009294,DNA mediated transformation
GO:0097164,ammonium ion metabolic process
GO:0009852,auxin catabolic process
GO:0030497,fatty acid elongation
GO:0010207,photosystem II assembly
GO:0045990,carbon catabolite regulation of transcription
GO:0000076,DNA replication checkpoint
GO:0051026,chiasma assembly
GO:0044111,development involved in symbiotic interaction
GO:0010930,negative regulation of auxin mediated signaling pathway
GO:0030466,silent mating-type cassette heterochromatin assembly
GO:0060429,epithelium development
GO:0033169,histone H3-K9 demethylation
GO:0070207,protein homotrimerization
GO:0080129,proteasome core complex assembly
GO:0042138,meiotic DNA double-strand break formation
GO:0018920,glyphosate metabolic process
GO:0000727,double-strand break repair via break-induced replication
GO:0045787,positive regulation of cell cycle
GO:0009395,phospholipid catabolic process
GO:0031670,cellular response to nutrient
GO:0010101,post-embryonic root morphogenesis
GO:0007141,male meiosis I
GO:0045013,carbon catabolite repression of transcription
GO:0010597,green leaf volatile biosynthetic process
GO:0043622,cortical microtubule organization
GO:0032204,regulation of telomere maintenance
GO:0033239,negative regulation of cellular amine metabolic process
GO:0051567,histone H3-K9 methylation
GO:0010021,amylopectin biosynthetic process
GO:0048598,embryonic morphogenesis
GO:0019285,glycine betaine biosynthetic process from choline
GO:0044136,development of symbiont on or near host rhizosphere
GO:0080141,regulation of jasmonic acid biosynthetic process
GO:0035264,multicellular organism growth
GO:1902750,negative regulation of cell cycle G2/M phase transition
GO:0009880,embryonic pattern specification
GO:0022803,passive transmembrane transporter activity
GO:0003018,vascular process in circulatory system
GO:0051365,cellular response to potassium ion starvation
GO:0002242,defense response to parasitic plant
GO:0051594,detection of glucose
GO:2000034,regulation of seed maturation
GO:0030865,cortical cytoskeleton organization
GO:0043248,proteasome assembly
GO:0010310,regulation of hydrogen peroxide metabolic process
GO:0045488,pectin metabolic process
GO:0097190,apoptotic signaling pathway
GO:0014001,sclerenchyma cell differentiation
GO:0008509,anion transmembrane transporter activity
GO:0071322,cellular response to carbohydrate stimulus
GO:0010336,gibberellic acid homeostasis
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle
GO:0010070,zygote asymmetric cell division
GO:0009902,chloroplast relocation
GO:0006863,purine nucleobase transport
GO:0048232,male gamete generation
GO:0009727,detection of ethylene stimulus
GO:0007143,female meiotic nuclear division
GO:0006625,protein targeting to peroxisome
GO:0001944,vasculature development
GO:0033314,mitotic DNA replication checkpoint
GO:0045492,xylan biosynthetic process
GO:0009292,genetic transfer
GO:0048825,cotyledon development
GO:0048480,stigma development
GO:0052386,cell wall thickening
GO:0008285,negative regulation of cell population proliferation
GO:0019750,chloroplast localization
GO:0051788,response to misfolded protein
GO:2000377,regulation of reactive oxygen species metabolic process
GO:0010233,phloem transport
GO:0048479,style development
GO:0010728,regulation of hydrogen peroxide biosynthetic process
GO:0007281,germ cell development
GO:0019915,lipid storage
GO:0010031,circumnutation
GO:0010351,lithium ion transport
GO:0051656,establishment of organelle localization
GO:0002221,pattern recognition receptor signaling pathway
GO:0070206,protein trimerization
GO:0035335,peptidyl-tyrosine dephosphorylation
GO:0061985,carbon catabolite repression
GO:0097437,maintenance of dormancy
GO:0080033,response to nitrite
GO:0051446,positive regulation of meiotic cell cycle
GO:0036388,pre-replicative complex assembly
GO:0052543,callose deposition in cell wall
GO:0010069,zygote asymmetric cytokinesis in embryo sac
GO:0010352,lithium ion export across the plasma membrane
GO:0006121,"mitochondrial electron transport, succinate to ubiquinone"
GO:0015103,inorganic anion transmembrane transporter activity
GO:0007164,establishment of tissue polarity
GO:0019372,lipoxygenase pathway
GO:0009561,megagametogenesis
GO:0010424,DNA methylation on cytosine within a CG sequence
GO:1901404,regulation of tetrapyrrole catabolic process
GO:0007292,female gamete generation
GO:0006482,protein demethylation
GO:0071514,genetic imprinting
GO:0036473,cell death in response to oxidative stress
GO:0009641,shade avoidance
GO:0009823,cytokinin catabolic process
GO:0010143,cutin biosynthetic process
GO:0003013,circulatory system process
GO:1900912,negative regulation of olefin biosynthetic process
GO:0043290,apocarotenoid catabolic process
GO:0000281,mitotic cytokinesis
GO:0050665,hydrogen peroxide biosynthetic process
GO:0010216,maintenance of DNA methylation
GO:0140115,export across plasma membrane
GO:0006636,unsaturated fatty acid biosynthetic process
GO:0033194,response to hydroperoxide
GO:0051785,positive regulation of nuclear division
GO:0072662,protein localization to peroxisome
GO:0010359,regulation of anion channel activity
GO:0022412,cellular process involved in reproduction in multicellular organism
GO:0010584,pollen exine formation
GO:0008645,hexose transmembrane transport
GO:1902299,pre-replicative complex assembly involved in cell cycle DNA replication
GO:0006828,manganese ion transport
GO:0046345,abscisic acid catabolic process
GO:0044839,cell cycle G2/M phase transition
GO:0006268,DNA unwinding involved in DNA replication
GO:0050879,multicellular organismal movement
GO:0016577,histone demethylation
GO:0006349,regulation of gene expression by genetic imprinting
GO:0061647,histone H3-K9 modification
GO:0090626,plant epidermis morphogenesis
GO:0031341,regulation of cell killing
GO:0044764,multi-organism cellular process
GO:0080119,ER body organization
GO:0010065,primary meristem tissue development
GO:0061986,negative regulation of transcription by glucose
GO:0070988,demethylation
GO:0032409,regulation of transporter activity
GO:0043247,telomere maintenance in response to DNA damage
GO:0034765,regulation of ion transmembrane transport
GO:1905959,positive regulation of cellular response to alcohol
GO:0005216,ion channel activity
GO:0019217,regulation of fatty acid metabolic process
GO:0010252,auxin homeostasis
GO:0035966,response to topologically incorrect protein
GO:0010232,vascular transport
GO:0001736,establishment of planar polarity
GO:0008284,positive regulation of cell population proliferation
GO:0010103,stomatal complex morphogenesis
GO:0030187,melatonin biosynthetic process
GO:0007276,gamete generation
GO:0001738,morphogenesis of a polarized epithelium
GO:0045491,xylan metabolic process
GO:0010102,lateral root morphogenesis
GO:0002241,response to parasitic plant
GO:1903409,reactive oxygen species biosynthetic process
GO:0009756,carbohydrate mediated signaling
GO:0007140,male meiotic nuclear division
GO:0009660,amyloplast organization
GO:0044818,mitotic G2/M transition checkpoint
GO:0051260,protein homooligomerization
GO:0051667,establishment of plastid localization
GO:0051445,regulation of meiotic cell cycle
GO:0052545,callose localization
GO:0010395,rhamnogalacturonan I metabolic process
GO:0010729,positive regulation of hydrogen peroxide biosynthetic process
GO:0006001,fructose catabolic process
GO:0010540,basipetal auxin transport
GO:0006312,mitotic recombination
GO:0031336,negative regulation of sulfur amino acid metabolic process
GO:0034287,detection of monosaccharide stimulus
GO:0010311,lateral root formation
GO:0009732,detection of hexose stimulus
GO:0010231,maintenance of seed dormancy
GO:0010067,procambium histogenesis
GO:0009746,response to hexose
GO:0010048,vernalization response
GO:0010226,response to lithium ion
GO:2000379,positive regulation of reactive oxygen species metabolic process
GO:0055046,microgametogenesis
GO:0009816,"defense response to bacterium, incompatible interaction"
GO:0052200,response to host defenses
GO:0000729,DNA double-strand break processing
GO:0051222,positive regulation of protein transport
GO:0055122,response to very low light intensity stimulus
GO:0006896,Golgi to vacuole transport
GO:0010072,primary shoot apical meristem specification
GO:0051480,regulation of cytosolic calcium ion concentration
GO:0010050,vegetative phase change
GO:0009754,detection of jasmonic acid stimulus
GO:0140255,regulation of cellular response to phosphate starvation
GO:0010617,circadian regulation of calcium ion oscillation
GO:0055070,copper ion homeostasis
GO:0060341,regulation of cellular localization
GO:0010440,stomatal lineage progression
GO:0002679,respiratory burst involved in defense response
GO:0009970,cellular response to sulfate starvation
GO:0032929,negative regulation of superoxide anion generation
GO:0072505,divalent inorganic anion homeostasis
GO:1901881,positive regulation of protein depolymerization
GO:0046505,sulfolipid metabolic process
GO:0001731,formation of translation preinitiation complex
GO:0002758,innate immune response-activating signal transduction
GO:0045827,negative regulation of isoprenoid metabolic process
GO:0042360,vitamin E metabolic process
GO:0009820,alkaloid metabolic process
GO:0046885,regulation of hormone biosynthetic process
GO:0030834,regulation of actin filament depolymerization
GO:0051568,histone H3-K4 methylation
GO:0048441,petal development
GO:0032490,detection of molecule of bacterial origin
GO:0046545,development of primary female sexual characteristics
GO:0050848,regulation of calcium-mediated signaling
GO:0009957,epidermal cell fate specification
GO:0009768,"photosynthesis, light harvesting in photosystem I"
GO:0043447,alkane biosynthetic process
GO:0016046,detection of fungus
GO:0010227,floral organ abscission
GO:0008406,gonad development
GO:0052173,response to defenses of other organism
GO:0048442,sepal development
GO:0010047,fruit dehiscence
GO:0046108,uridine metabolic process
GO:0051693,actin filament capping
GO:0050954,sensory perception of mechanical stimulus
GO:0009602,detection of symbiont
GO:0052320,positive regulation of phytoalexin metabolic process
GO:0090316,positive regulation of intracellular protein transport
GO:0010731,protein glutathionylation
GO:1902850,microtubule cytoskeleton organization involved in mitosis
GO:0008544,epidermis development
GO:0009559,embryo sac central cell differentiation
GO:0030837,negative regulation of actin filament polymerization
GO:0032106,positive regulation of response to extracellular stimulus
GO:0007638,mechanosensory behavior
GO:0051223,regulation of protein transport
GO:0045022,early endosome to late endosome transport
GO:0010196,nonphotochemical quenching
GO:0043242,negative regulation of protein-containing complex disassembly
GO:0046660,female sex differentiation
GO:0034620,cellular response to unfolded protein
GO:1901652,response to peptide
GO:0052553,modulation by symbiont of host immune response
GO:0010343,singlet oxygen-mediated programmed cell death
GO:0009861,jasmonic acid and ethylene-dependent systemic resistance
GO:0042362,fat-soluble vitamin biosynthetic process
GO:0032104,regulation of response to extracellular stimulus
GO:0019852,L-ascorbic acid metabolic process
GO:0010481,epidermal cell division
GO:0030855,epithelial cell differentiation
GO:0070301,cellular response to hydrogen peroxide
GO:1903829,positive regulation of cellular protein localization
GO:0048453,sepal formation
GO:0090322,regulation of superoxide metabolic process
GO:0048829,root cap development
GO:0034975,protein folding in endoplasmic reticulum
GO:0009603,detection of symbiotic fungus
GO:0030308,negative regulation of cell growth
GO:0032388,positive regulation of intracellular transport
GO:0051016,barbed-end actin filament capping
GO:0043446,cellular alkane metabolic process
GO:0031333,negative regulation of protein-containing complex assembly
GO:0070509,calcium ion import
GO:0009061,anaerobic respiration
GO:0097468,programmed cell death in response to reactive oxygen species
GO:0070894,regulation of transposon integration
GO:0045037,protein import into chloroplast stroma
GO:0051050,positive regulation of transport
GO:1901162,primary amino compound biosynthetic process
GO:0010275,NAD(P)H dehydrogenase complex assembly
GO:0080114,positive regulation of glycine hydroxymethyltransferase activity
GO:0009838,abscission
GO:0051702,interaction with symbiont
GO:0010157,response to chlorate
GO:0030968,endoplasmic reticulum unfolded protein response
GO:0046824,positive regulation of nucleocytoplasmic transport
GO:0035265,organ growth
GO:0070201,regulation of establishment of protein localization
GO:0098543,detection of other organism
GO:0007163,establishment or maintenance of cell polarity
GO:0036503,ERAD pathway
GO:0010189,vitamin E biosynthetic process
GO:0110156,methylguanosine-cap decapping
GO:0009913,epidermal cell differentiation
GO:0031577,spindle checkpoint
GO:0033157,regulation of intracellular protein transport
GO:0050810,regulation of steroid biosynthetic process
GO:0032491,detection of molecule of fungal origin
GO:0046109,uridine biosynthetic process
GO:0071174,mitotic spindle checkpoint
GO:0009803,cinnamic acid metabolic process
GO:0010197,polar nucleus fusion
GO:0006809,nitric oxide biosynthetic process
GO:0080110,sporopollenin biosynthetic process
GO:0010373,negative regulation of gibberellin biosynthetic process
GO:0070298,negative regulation of phosphorelay signal transduction system
GO:0070297,regulation of phosphorelay signal transduction system
GO:0015947,methane metabolic process
GO:0046134,pyrimidine nucleoside biosynthetic process
GO:0010322,"regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
GO:0043903,regulation of symbiotic process
GO:0015948,methanogenesis
GO:0080038,positive regulation of cytokinin-activated signaling pathway
GO:0051053,negative regulation of DNA metabolic process
GO:0030010,establishment of cell polarity
GO:0002757,immune response-activating signal transduction
GO:0080093,regulation of photorespiration
GO:0015846,polyamine transport
GO:0031204,"posttranslational protein targeting to membrane, translocation"
GO:0042374,phylloquinone metabolic process
GO:0032196,transposition
GO:0048465,corolla development
GO:0052482,defense response by cell wall thickening
GO:0046132,pyrimidine ribonucleoside biosynthetic process
GO:0050850,positive regulation of calcium-mediated signaling
GO:0001709,cell fate determination
GO:0010090,trichome morphogenesis
GO:0032880,regulation of protein localization
GO:0006797,polyphosphate metabolic process
GO:0098581,detection of external biotic stimulus
GO:0031099,regeneration
GO:0043966,histone H3 acetylation
GO:0032386,regulation of intracellular transport
GO:0019218,regulation of steroid metabolic process
GO:0070507,regulation of microtubule cytoskeleton organization
GO:0051055,negative regulation of lipid biosynthetic process
GO:0046822,regulation of nucleocytoplasmic transport
GO:0010214,seed coat development
GO:0033552,response to vitamin B3
GO:0004712,protein serine/threonine/tyrosine kinase activity
GO:0009407,toxin catabolic process
GO:0090087,regulation of peptide transport
GO:0090421,embryonic meristem initiation
GO:0045740,positive regulation of DNA replication
GO:1903827,regulation of cellular protein localization
GO:0032928,regulation of superoxide anion generation
GO:0052322,positive regulation of phytoalexin biosynthetic process
GO:0010091,trichome branching
GO:0031060,regulation of histone methylation
GO:0052064,induction by symbiont of defense-related host reactive oxygen species production
GO:0044347,cell wall polysaccharide catabolic process
GO:0097577,sequestering of iron ion
GO:0019853,L-ascorbic acid biosynthetic process
GO:0032886,regulation of microtubule-based process
GO:0070893,transposon integration
GO:0008585,female gonad development
GO:0043967,histone H4 acetylation
GO:0002764,immune response-regulating signaling pathway
GO:0009704,de-etiolation
GO:0000038,very long-chain fatty acid metabolic process
GO:0010114,response to red light
GO:0052544,defense response by callose deposition in cell wall
GO:0032875,regulation of DNA endoreduplication
GO:0030656,regulation of vitamin metabolic process
GO:0007051,spindle organization
GO:0080040,positive regulation of cellular response to phosphate starvation
GO:0015848,spermidine transport
GO:0016197,endosomal transport
GO:0043620,regulation of DNA-templated transcription in response to stress
GO:0042554,superoxide anion generation
GO:0010218,response to far red light
GO:0051238,sequestering of metal ion
GO:0009767,photosynthetic electron transport chain
GO:2000378,negative regulation of reactive oxygen species metabolic process
GO:1902904,negative regulation of supramolecular fiber organization
GO:0048447,sepal morphogenesis
GO:0010528,regulation of transposition
GO:0032350,regulation of hormone metabolic process
GO:0007610,behavior
GO:0070895,negative regulation of transposon integration
GO:0060321,acceptance of pollen
GO:0007094,mitotic spindle assembly checkpoint
GO:0071071,regulation of phospholipid biosynthetic process
GO:0061572,actin filament bundle organization
GO:0042023,DNA endoreduplication
GO:0032877,positive regulation of DNA endoreduplication
GO:0010426,DNA methylation on cytosine within a CHH sequence
GO:0060236,regulation of mitotic spindle organization
GO:0070623,regulation of thiamine biosynthetic process
GO:0046506,sulfolipid biosynthetic process
GO:0032456,endocytic recycling
GO:0007548,sex differentiation
GO:0031342,negative regulation of cell killing
GO:0009827,plant-type cell wall modification
GO:0009689,induction of phytoalexin biosynthetic process
GO:0080060,integument development
GO:0034355,NAD salvage
GO:1903725,regulation of phospholipid metabolic process
GO:0052559,induction by symbiont of host immune response
GO:0052572,response to host immune response
GO:1901160,primary amino compound metabolic process
GO:0045137,development of primary sexual characteristics
GO:0046131,pyrimidine ribonucleoside metabolic process
GO:0010422,regulation of brassinosteroid biosynthetic process
GO:0002183,cytoplasmic translational initiation
GO:0000412,histone peptidyl-prolyl isomerization
GO:0040011,locomotion
GO:0051017,actin filament bundle assembly
GO:0031086,"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay"
GO:0015975,energy derivation by oxidation of reduced inorganic compounds
GO:0055063,sulfate ion homeostasis
GO:0071173,spindle assembly checkpoint
GO:0060267,positive regulation of respiratory burst
GO:0007052,mitotic spindle organization
GO:0006775,fat-soluble vitamin metabolic process
GO:0030836,positive regulation of actin filament depolymerization
GO:0001966,thigmotaxis
GO:0006880,intracellular sequestering of iron ion
GO:0075136,response to host
GO:0009821,alkaloid biosynthetic process
GO:1904951,positive regulation of establishment of protein localization
GO:0080037,negative regulation of cytokinin-activated signaling pathway
GO:0070574,cadmium ion transmembrane transport
GO:0080026,response to indolebutyric acid
GO:0010105,negative regulation of ethylene-activated signaling pathway
GO:0010425,DNA methylation on cytosine within a CNG sequence
GO:0010623,programmed cell death involved in cell development
GO:0010026,trichome differentiation
GO:0010086,embryonic root morphogenesis
GO:0052542,defense response by callose deposition
GO:1902275,regulation of chromatin organization
GO:0009800,cinnamic acid biosynthetic process
GO:0006892,post-Golgi vesicle-mediated transport
GO:0030433,ubiquitin-dependent ERAD pathway
GO:0016741,"transferase activity, transferring one-carbon groups"
GO:0060263,regulation of respiratory burst
GO:0009939,positive regulation of gibberellic acid mediated signaling pathway
GO:0060416,response to growth hormone
GO:1900378,positive regulation of secondary metabolite biosynthetic process
GO:0110154,RNA decapping
GO:0046827,positive regulation of protein export from nucleus
GO:0051225,spindle assembly
GO:0042427,serotonin biosynthetic process
GO:0000706,meiotic DNA double-strand break processing
GO:0006458,'de novo' protein folding
GO:0042149,cellular response to glucose starvation
GO:0032467,positive regulation of cytokinesis
GO:0031056,regulation of histone modification
GO:0048464,flower calyx development
GO:0071452,cellular response to singlet oxygen
GO:0032109,positive regulation of response to nutrient levels
GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane
GO:0060627,regulation of vesicle-mediated transport
GO:0000304,response to singlet oxygen
GO:0007263,nitric oxide mediated signal transduction
GO:1901880,negative regulation of protein depolymerization
GO:0042428,serotonin metabolic process
GO:0004708,MAP kinase kinase activity
GO:0000741,karyogamy
GO:0009870,"defense response signaling pathway, resistance gene-dependent"
GO:0010288,response to lead ion
GO:0045833,negative regulation of lipid metabolic process
GO:0006346,DNA methylation-dependent heterochromatin assembly
GO:0010262,somatic embryogenesis
GO:1901879,regulation of protein depolymerization
GO:0042330,taxis
GO:0051776,detection of redox state
GO:0045493,xylan catabolic process
GO:0045730,respiratory burst
GO:0010501,RNA secondary structure unwinding
GO:0019954,asexual reproduction
GO:0004372,glycine hydroxymethyltransferase activity
GO:0098927,vesicle-mediated transport between endosomal compartments
GO:0042372,phylloquinone biosynthetic process
GO:0010529,negative regulation of transposition
GO:0032494,response to peptidoglycan
GO:0055069,zinc ion homeostasis
GO:0042391,regulation of membrane potential
GO:0010187,negative regulation of seed germination
GO:0051494,negative regulation of cytoskeleton organization
GO:0090224,regulation of spindle organization
GO:2000105,positive regulation of DNA-dependent DNA replication
GO:0046209,nitric oxide metabolic process
GO:0032107,regulation of response to nutrient levels
GO:0016742,"hydroxymethyl-, formyl- and related transferase activity"
GO:0010104,regulation of ethylene-activated signaling pathway
